Name,Price,Type,CC,Brand,Description
Maserati GranTurismo,Rs.2.25 - 2.51 Cr* (View On Road Price),Diesel/Petrol,4691 cc,Maserati,N/A
Maserati Quattroporte,Rs.1.71 - 1.86 Cr* (View On Road Price),Diesel/Petrol,2999 cc,Maserati,N/A
Maserati GranCabrio,Rs.2.46 - 2.69 Cr* (View On Road Price),Diesel/Petrol,4691 cc,Maserati,N/A
Maserati Grecale,Rs.1.31 - 2.05 Cr* (View On Road Price),Petrol,3000 cc,Maserati,N/A
Mclaren GT,Rs.4.50 Cr* (View On Road Price),N/A,3994 cc,Mclaren,N/A
Mclaren 750S,Rs.5.91 Cr* (View On Road Price),N/A,3994 cc,Mclaren,N/A
Mercedes-Benz GLS,Rs.1.32 - 1.42 Cr* (View On Road Price),Diesel/Petrol,2999 cc,Mercedes-Benz,N/A
Mercedes-Benz C-Class,Rs.58.65 - 64.30 Lakh* (View On Road Price),Diesel/Petrol,1999 cc,Mercedes-Benz,N/A
Mercedes-Benz S-Class,Rs.1.78 - 1.88 Cr* (View On Road Price),Diesel/Petrol,2999 cc,Mercedes-Benz,N/A
Mercedes-Benz GLE,Rs.96.15 Lakh - 1.12 Cr* (View On Road Price),Diesel/Petrol,2999 cc,Mercedes-Benz,N/A
Mercedes-Benz Maybach GLS,Rs.3.17 - 3.71 Cr* (View On Road Price),Petrol,3982 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG CLE 53,Rs.1.28 Cr* (View On Road Price),Petrol,2999 cc,Mercedes-Benz,N/A
Mercedes-Benz E-Class,Rs.78.50 - 91.65 Lakh* (View On Road Price),Diesel/Petrol,2999 cc,Mercedes-Benz,"""The Mercedes-Benz E-Class is a luxury sedan from the German manufacturer which is offered as a long-wheelbase (LWB) model in India. It is feature-packed to its brim, comfortable to its core and is offered with three potent engine options, making it a choiceable buy for both front and rear-seat passengers."""
Mercedes-Benz GLC,Rs.73.95 Lakh* (View On Road Price),Diesel/Petrol,1999 cc,Mercedes-Benz,N/A
Mercedes-Benz G-Class Electric,Rs.3.10 Cr* (View On Road Price),Electric,N/A ,Mercedes-Benz,"""The Mercedes-Benz G-Class Electric is an all-electric G-Wagon that retains its iconic SUV characteristics, even as an EV, including its design and off-road capabilities. The all-electric G-Wagon features a quad-motor setup (one motor for each wheel), delivering a combined output of 587 PS and 1164 Nm of torque. It also offers a WLTP-claimed range of 455 km."""
Mercedes-Benz EQS SUV,Rs.1.33 - 1.48 Cr* (View On Road Price),Electric,N/A ,Mercedes-Benz,"""The Mercedes-Benz EQS SUV is the flagship electric SUV from the German carmaker in India. Space is ample in the cabin and it comes with both 5- and 7-seater layouts, catering to varied family needs. It is feature-loaded to the brim with amenities including a tri-screen setup on the dashboard, two screens for the rear passengers and fully adjustable, ventilated and heated front seats. It comes with a huge 122 kWh battery pack with a claimed range of over 800 km. It gets two electric motors on either axle which makes it capable for roads and no roads alike."""
Mercedes-Benz EQB,Rs.72.20 - 78.90 Lakh* (View On Road Price),Electric,N/A ,Mercedes-Benz,"""The Mercedes-Benz EQB is a premium electric SUV that the German marque offers in both 5- and 7-seating layouts. Like other Mercedes-Benz offerings, the EQB has a modern and feature-laden interior. It has two variants on offer, both with a different battery pack, the bigger one boasting a claimed range of more than 500 km. It is offered in both RWD and AWD setups."""
Mercedes-Benz EQS,Rs.1.30 - 1.63 Cr* (View On Road Price),Electric,N/A ,Mercedes-Benz,N/A
Mercedes-Benz AMG SL,Rs.2.34 Cr* (View On Road Price),Petrol,3982 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG GLC 43,Rs.99.35 Lakh* (View On Road Price),Petrol,1991 cc,Mercedes-Benz,N/A
Mercedes-Benz Maybach SL 680,Rs.4.12 Cr* (View On Road Price),Petrol,3982 cc,Mercedes-Benz,N/A
Mercedes-Benz G-Class,Rs.2.55 - 4.30 Cr* (View On Road Price),Diesel/Petrol,3982 cc,Mercedes-Benz,N/A
Mercedes-Benz EQE SUV,Rs.1.41 Cr* (View On Road Price),Electric,N/A ,Mercedes-Benz,N/A
Mercedes-Benz AMG C43,Rs.94.05 Lakh* (View On Road Price),Petrol,1991 cc,Mercedes-Benz,N/A
Mercedes-Benz Maybach EQS SUV,Rs.2.28 - 2.63 Cr* (View On Road Price),Electric,N/A ,Mercedes-Benz,N/A
Mercedes-Benz AMG A 45 S,Rs.94.80 Lakh* (View On Road Price),Petrol,1991 cc,Mercedes-Benz,N/A
Mercedes-Benz Maybach S-Class,Rs.2.74 - 3.47 Cr* (View On Road Price),Petrol,5980 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG C 63,Rs.1.91 Cr* (View On Road Price),Petrol,1991 cc,Mercedes-Benz,N/A
Mercedes-Benz EQA,Rs.67.20 Lakh* (View On Road Price),Electric,N/A ,Mercedes-Benz,N/A
Mercedes-Benz CLE Cabriolet,Rs.1.11 Cr* (View On Road Price),Petrol,1999 cc,Mercedes-Benz,N/A
Mercedes-Benz GLA,Rs.49.70 - 52.70 Lakh* (View On Road Price),Diesel/Petrol,1950 cc,Mercedes-Benz,N/A
Mercedes-Benz A-Class Limousine,Rs.44.45 - 45.95 Lakh* (View On Road Price),Diesel/Petrol,1950 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG GLE 53,Rs.1.88 Cr* (View On Road Price),Petrol,2999 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG E 53 Cabriolet,Rs.1.30 Cr* (View On Road Price),Petrol,2998 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG EQS,Rs.2.45 Cr* (View On Road Price),Electric,N/A ,Mercedes-Benz,N/A
Mercedes-Benz AMG GLA 35,Rs.58.50 Lakh* (View On Road Price),Petrol,1991 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG GT 4 Door Coupe,Rs.3.27 Cr* (View On Road Price),Petrol,3982 cc,Mercedes-Benz,N/A
Mercedes-Benz AMG GT Coupe,Rs.2.88 - 3.45 Cr* (View On Road Price),Petrol,3982 cc,Mercedes-Benz,"""The Mercedes-AMG GT Coupe packs in stunning looks, a properly luxurious interior and plenty of performance from its mighty V8 engine. It’s also more practical than before, courtesy of its 2+2 seating layout."""
Mercedes-Benz AMG S 63,Rs.3.27 - 3.80 Cr* (View On Road Price),Petrol,3982 cc,Mercedes-Benz,N/A
Mini Countryman,Rs.64.90 Lakh* (View On Road Price),N/A,1998 cc,Mini,N/A
Mini Cooper S,Rs.43.70 - 54.40 Lakh* (View On Road Price),N/A,1998 cc,Mini,N/A
Mini Cooper 3 DOOR,Rs.42.70 Lakh* (View On Road Price),N/A,1998 cc,Mini,N/A
Mini Cooper SE,Rs.53.50 Lakh* (View On Road Price),N/A,N/A ,Mini,N/A
Mini Countryman Electric,Rs.54.90 Lakh* (View On Road Price),N/A,N/A ,Mini,"""The Mini Cooper Countryman Electric SUV features an evolutionary design with unique EV-specific cues and offers a minimalist cabin packed with features. It houses a 66.4 kWh battery pack, delivering a WLTP-claimed range of up to 462 km. The electric motor generates an impressive 204 PS and can accelerate from 0 to 100 kmph in just 8.6 seconds."""
PMV EaS E,Rs.4.79 Lakh* (View On Road Price),N/A,N/A ,PMV,N/A
Porsche 911,Rs.2 - 3.77 Cr* (View On Road Price),N/A,3996 cc,porsche-cars,N/A
Porsche Cayenne,Rs.1.39 - 1.94 Cr* (View On Road Price),N/A,2894 cc,porsche-cars,N/A
Porsche Macan,Rs.89.65 Lakh* (View On Road Price),N/A,1984 cc,porsche-cars,N/A
Porsche Taycan,Rs.1.70 - 2.69 Cr* (View On Road Price),N/A,N/A ,porsche-cars,N/A
Porsche Panamera,Rs.1.71 - 2.33 Cr* (View On Road Price),N/A,3996 cc,porsche-cars,N/A
Porsche Macan EV,Rs.1.22 - 1.69 Cr* (View On Road Price),N/A,N/A ,porsche-cars,N/A
Porsche Cayenne Coupe,Rs.1.44 - 1.95 Cr* (View On Road Price),N/A,3996 cc,porsche-cars,N/A
Pravaig DEFY,Rs.39.50 Lakh* (View On Road Price),N/A,N/A ,Pravaig,N/A
Rolls-Royce Phantom,Rs.8.99 - 10.48 Cr* (View On Road Price),N/A,6749 cc,Rolls-Royce,N/A
Rolls-Royce Spectre,Rs.7.50 Cr* (View On Road Price),N/A,N/A ,Rolls-Royce,N/A
Rolls-Royce Cullinan,Rs.10.50 - 12.25 Cr* (View On Road Price),N/A,6750 cc,Rolls-Royce,N/A
Rolls-Royce Ghost Series II,Rs.8.95 - 10.52 Cr* (View On Road Price),N/A,6750 cc,Rolls-Royce,N/A
Strom Motors R3,Rs.4.50 Lakh* (View On Road Price),N/A,N/A ,Strom_Motors,N/A
Tesla Model Y,Rs.59.89 - 73.89 Lakh* (View On Road Price),N/A,N/A ,Tesla,N/A
Vayve Mobility Eva,Rs.3.25 - 4.49 Lakh* (View On Road Price),N/A,N/A ,Vayve_Mobility,"""The Vayve Eva is set to become India's first solar-powered small electric car, which will be showcased at the Bharat Mobility Global Expo 2025. The Eva reminisces of small EVs like the Mahindra E2O and Reva and can accommodate up to 2 people. It has a claimed range of 250 km and can offer an additional range of up to 10 km every day thanks to the charge from the solar roof."""
VinFast VF7,Rs.20.89 - 25.49 Lakh* (View On Road Price),N/A,N/A ,VinFast,"""The VinFast VF 7 is a premium electric SUV which will rival the upcoming BYD Sealion 7 and the Hyundai Ioniq 5 and Kia EV6 in India. It features a single 75.3 kWh battery pack, but in two states of tune, offering a claimed range of up to 450 km."""
VinFast VF6,Rs.16.49 - 18.29 Lakh* (View On Road Price),N/A,N/A ,VinFast,"""The VinFast VF 6 is a sleek looking premium electric SUV that comes in a 5-seater layout. It boasts a premium cabin along with all modern amenities like 12.9-inch screen, heated and ventilated front seats, and even level 2 ADAS. It uses a 59.6 kWh battery pack offering a WLTP claimed range of up to 410 km."""
Volvo XC90,Rs.96.97 Lakh* (View On Road Price),N/A,1969 cc,Volvo,N/A
Volvo EX30,Rs.39.99 Lakh* (View On Road Price),N/A,N/A ,Volvo,N/A
Volvo XC60,Rs.67.11 Lakh* (View On Road Price),N/A,1969 cc,Volvo,N/A
Volvo EC40,Rs.59 Lakh* (View On Road Price),N/A,N/A ,Volvo,N/A
Volvo EX40,Rs.49 Lakh* (View On Road Price),N/A,"N/A
",Volvo,"""The Volvo EX40 is an all-electric SUV and also the carmaker's most affordable offering in India. It looks stylish, offers top-notch interior quality, and comes loaded with features. Equipped with a 78 kWh battery pack, it offers a claimed range of 418 km and is available in both two-wheel-drive (2WD) and all-wheel-drive (AWD) configurations, catering to a wide customer base."""
